,policy_area,dataset,variable,year,tract,tract_number,neighborhood,geoid,location,row_id,date,count
1746,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5508, Los Angeles County, California",550800,Downey,1400000US06037550800,"(33.95184, -118.144318)",Drinking_Water_Contaminants_2017_1400000US06037550800,2017-01-01T00:00:00.000,639.9287684
1747,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5509.01, Los Angeles County, California",550901,Downey,1400000US06037550901,"(33.942018, -118.129037)",Drinking_Water_Contaminants_2017_1400000US06037550901,2017-01-01T00:00:00.000,620.136346
1748,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5509.02, Los Angeles County, California",550902,Downey,1400000US06037550902,"(33.9476205, -118.1254215)",Drinking_Water_Contaminants_2017_1400000US06037550902,2017-01-01T00:00:00.000,672.1458577
1749,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5510, Los Angeles County, California",551000,Downey,1400000US06037551000,"(33.93758, -118.112064)",Drinking_Water_Contaminants_2017_1400000US06037551000,2017-01-01T00:00:00.000,675.3072054
1750,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5511.01, Los Angeles County, California",551101,Downey,1400000US06037551101,"(33.925198, -118.1271705)",Drinking_Water_Contaminants_2017_1400000US06037551101,2017-01-01T00:00:00.000,639.0658603000001
1751,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5511.02, Los Angeles County, California",551102,Downey,1400000US06037551102,"(33.9263085, -118.117121)",Drinking_Water_Contaminants_2017_1400000US06037551102,2017-01-01T00:00:00.000,677.4743463
1752,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5512.01, Los Angeles County, California",551201,Downey,1400000US06037551201,"(33.928125, -118.1453215)",Drinking_Water_Contaminants_2017_1400000US06037551201,2017-01-01T00:00:00.000,675.2573365
1753,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5512.02, Los Angeles County, California",551202,Downey,1400000US06037551202,"(33.924546, -118.1381015)",Drinking_Water_Contaminants_2017_1400000US06037551202,2017-01-01T00:00:00.000,682.2368221
1754,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5513, Los Angeles County, California",551300,Downey,1400000US06037551300,"(33.935437, -118.1338245)",Drinking_Water_Contaminants_2017_1400000US06037551300,2017-01-01T00:00:00.000,668.5154287
1755,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5514.01, Los Angeles County, California",551401,Downey,1400000US06037551401,"(33.943543, -118.1557035)",Drinking_Water_Contaminants_2017_1400000US06037551401,2017-01-01T00:00:00.000,634.6036963
1756,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5514.02, Los Angeles County, California",551402,Downey,1400000US06037551402,"(33.941069, -118.145972)",Drinking_Water_Contaminants_2017_1400000US06037551402,2017-01-01T00:00:00.000,673.0981106
1757,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5515.01, Los Angeles County, California",551501,Downey,1400000US06037551501,"(33.935499, -118.1570615)",Drinking_Water_Contaminants_2017_1400000US06037551501,2017-01-01T00:00:00.000,630.407611
1758,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5515.02, Los Angeles County, California",551502,Downey,1400000US06037551502,"(33.9271955, -118.152565)",Drinking_Water_Contaminants_2017_1400000US06037551502,2017-01-01T00:00:00.000,595.6481252999999
1759,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5516, Los Angeles County, California",551600,Downey,1400000US06037551600,"(33.925708, -118.162308)",Drinking_Water_Contaminants_2017_1400000US06037551600,2017-01-01T00:00:00.000,225.7851911
1760,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5517, Los Angeles County, California",551700,Downey,1400000US06037551700,"(33.9172545, -118.147362)",Drinking_Water_Contaminants_2017_1400000US06037551700,2017-01-01T00:00:00.000,650.3232831
1761,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5518, Los Angeles County, California",551800,Downey,1400000US06037551800,"(33.9130225, -118.126126)",Drinking_Water_Contaminants_2017_1400000US06037551800,2017-01-01T00:00:00.000,722.029811
1762,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5519, Los Angeles County, California",551900,Norwalk,1400000US06037551900,"(33.9095205, -118.105257)",Drinking_Water_Contaminants_2017_1400000US06037551900,2017-01-01T00:00:00.000,482.5737452
1763,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5520.01, Los Angeles County, California",552001,Norwalk,1400000US06037552001,"(33.9118045, -118.0950135)",Drinking_Water_Contaminants_2017_1400000US06037552001,2017-01-01T00:00:00.000,489.6924227
1764,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5520.02, Los Angeles County, California",552002,Norwalk,1400000US06037552002,"(33.9127735, -118.0864385)",Drinking_Water_Contaminants_2017_1400000US06037552002,2017-01-01T00:00:00.000,586.7443793
1765,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5521, Los Angeles County, California",552100,Norwalk,1400000US06037552100,"(33.9060395, -118.0880175)",Drinking_Water_Contaminants_2017_1400000US06037552100,2017-01-01T00:00:00.000,471.0338219
1766,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5522, Los Angeles County, California",552200,Norwalk,1400000US06037552200,"(33.9096145, -118.071753)",Drinking_Water_Contaminants_2017_1400000US06037552200,2017-01-01T00:00:00.000,557.7053211
1767,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5523.01, Los Angeles County, California",552301,Norwalk,1400000US06037552301,"(33.911254, -118.0643675)",Drinking_Water_Contaminants_2017_1400000US06037552301,2017-01-01T00:00:00.000,567.2595208
1768,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5523.02, Los Angeles County, California",552302,Norwalk,1400000US06037552302,"(33.907394, -118.0581555)",Drinking_Water_Contaminants_2017_1400000US06037552302,2017-01-01T00:00:00.000,481.9222638
1769,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5524, Los Angeles County, California",552400,Norwalk,1400000US06037552400,"(33.8980945, -118.0517475)",Drinking_Water_Contaminants_2017_1400000US06037552400,2017-01-01T00:00:00.000,487.1186242
1770,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5526.01, Los Angeles County, California",552601,Norwalk,1400000US06037552601,"(33.8913085, -118.0776385)",Drinking_Water_Contaminants_2017_1400000US06037552601,2017-01-01T00:00:00.000,364.5173276
1771,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5526.02, Los Angeles County, California",552602,Norwalk,1400000US06037552602,"(33.8913005, -118.0641375)",Drinking_Water_Contaminants_2017_1400000US06037552602,2017-01-01T00:00:00.000,508.8879763
1772,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5527, Los Angeles County, California",552700,Norwalk,1400000US06037552700,"(33.898588, -118.073231)",Drinking_Water_Contaminants_2017_1400000US06037552700,2017-01-01T00:00:00.000,489.0379785
1773,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5528, Los Angeles County, California",552800,Norwalk,1400000US06037552800,"(33.8984565, -118.091186)",Drinking_Water_Contaminants_2017_1400000US06037552800,2017-01-01T00:00:00.000,489.7134667
1774,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5529, Los Angeles County, California",552900,Norwalk,1400000US06037552900,"(33.8911535, -118.0911425)",Drinking_Water_Contaminants_2017_1400000US06037552900,2017-01-01T00:00:00.000,350.4989608
1775,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5530, Los Angeles County, California",553000,Norwalk,1400000US06037553000,"(33.8944915, -118.104017)",Drinking_Water_Contaminants_2017_1400000US06037553000,2017-01-01T00:00:00.000,364.5173276
1776,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5531, Los Angeles County, California",553100,Bellflower,1400000US06037553100,"(33.889421, -118.1127025)",Drinking_Water_Contaminants_2017_1400000US06037553100,2017-01-01T00:00:00.000,737.6811733
1777,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5532, Los Angeles County, California",553200,Bellflower,1400000US06037553200,"(33.905905, -118.121044)",Drinking_Water_Contaminants_2017_1400000US06037553200,2017-01-01T00:00:00.000,757.0509742
1778,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5533, Los Angeles County, California",553300,Bellflower,1400000US06037553300,"(33.9034715, -118.1384935)",Drinking_Water_Contaminants_2017_1400000US06037553300,2017-01-01T00:00:00.000,364.5173276
1779,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5534, Los Angeles County, California",553400,Downey,1400000US06037553400,"(33.9080855, -118.147922)",Drinking_Water_Contaminants_2017_1400000US06037553400,2017-01-01T00:00:00.000,363.5729288
1780,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5535.02, Los Angeles County, California",553502,Paramount,1400000US06037553502,"(33.9000805, -118.151439)",Drinking_Water_Contaminants_2017_1400000US06037553502,2017-01-01T00:00:00.000,310.5134722
1781,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5535.03, Los Angeles County, California",553503,Paramount,1400000US06037553503,"(33.9130005, -118.153897)",Drinking_Water_Contaminants_2017_1400000US06037553503,2017-01-01T00:00:00.000,375.2404539
1782,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5535.04, Los Angeles County, California",553504,Downey,1400000US06037553504,"(33.907683, -118.153012)",Drinking_Water_Contaminants_2017_1400000US06037553504,2017-01-01T00:00:00.000,354.2565785
1783,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5536.01, Los Angeles County, California",553601,Paramount,1400000US06037553601,"(33.9075065, -118.1698565)",Drinking_Water_Contaminants_2017_1400000US06037553601,2017-01-01T00:00:00.000,302.1312343
1784,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5536.02, Los Angeles County, California",553602,Paramount,1400000US06037553602,"(33.9088955, -118.1644655)",Drinking_Water_Contaminants_2017_1400000US06037553602,2017-01-01T00:00:00.000,228.5426076
1785,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5537.01, Los Angeles County, California",553701,Paramount,1400000US06037553701,"(33.9043765, -118.1808955)",Drinking_Water_Contaminants_2017_1400000US06037553701,2017-01-01T00:00:00.000,291.5500012
1786,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5537.02, Los Angeles County, California",553702,Paramount,1400000US06037553702,"(33.8963275, -118.1827705)",Drinking_Water_Contaminants_2017_1400000US06037553702,2017-01-01T00:00:00.000,197.5047648
1787,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5538.01, Los Angeles County, California",553801,Paramount,1400000US06037553801,"(33.892694, -118.16875)",Drinking_Water_Contaminants_2017_1400000US06037553801,2017-01-01T00:00:00.000,197.5047648
1788,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5538.02, Los Angeles County, California",553802,Paramount,1400000US06037553802,"(33.8872045, -118.1740865)",Drinking_Water_Contaminants_2017_1400000US06037553802,2017-01-01T00:00:00.000,197.4161228
1789,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5539.01, Los Angeles County, California",553901,Paramount,1400000US06037553901,"(33.892811, -118.1513965)",Drinking_Water_Contaminants_2017_1400000US06037553901,2017-01-01T00:00:00.000,304.166864
1790,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5539.02, Los Angeles County, California",553902,Paramount,1400000US06037553902,"(33.8844935, -118.15349)",Drinking_Water_Contaminants_2017_1400000US06037553902,2017-01-01T00:00:00.000,665.8922246
1791,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5540.01, Los Angeles County, California",554001,Bellflower,1400000US06037554001,"(33.898299, -118.1330425)",Drinking_Water_Contaminants_2017_1400000US06037554001,2017-01-01T00:00:00.000,753.9962623
1792,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5540.02, Los Angeles County, California",554002,Bellflower,1400000US06037554002,"(33.891191, -118.1340245)",Drinking_Water_Contaminants_2017_1400000US06037554002,2017-01-01T00:00:00.000,722.8615884
1793,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5541.01, Los Angeles County, California",554101,Bellflower,1400000US06037554101,"(33.8926795, -118.123279)",Drinking_Water_Contaminants_2017_1400000US06037554101,2017-01-01T00:00:00.000,744.0378085
1794,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5541.03, Los Angeles County, California",554103,Bellflower,1400000US06037554103,"(33.899347, -118.1209575)",Drinking_Water_Contaminants_2017_1400000US06037554103,2017-01-01T00:00:00.000,361.4358661
1795,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5541.04, Los Angeles County, California",554104,Bellflower,1400000US06037554104,"(33.8930155, -118.1193115)",Drinking_Water_Contaminants_2017_1400000US06037554104,2017-01-01T00:00:00.000,276.6415363
1796,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5541.05, Los Angeles County, California",554105,Bellflower,1400000US06037554105,"(33.8855435, -118.1212725)",Drinking_Water_Contaminants_2017_1400000US06037554105,2017-01-01T00:00:00.000,237.1003751
1797,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5542.01, Los Angeles County, California",554201,Bellflower,1400000US06037554201,"(33.883853, -118.1382725)",Drinking_Water_Contaminants_2017_1400000US06037554201,2017-01-01T00:00:00.000,323.5361866
1798,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5542.03, Los Angeles County, California",554203,Bellflower,1400000US06037554203,"(33.880274, -118.1244275)",Drinking_Water_Contaminants_2017_1400000US06037554203,2017-01-01T00:00:00.000,237.1003751
1799,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5542.04, Los Angeles County, California",554204,Bellflower,1400000US06037554204,"(33.8856885, -118.126066)",Drinking_Water_Contaminants_2017_1400000US06037554204,2017-01-01T00:00:00.000,237.1003751
1800,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5543.01, Los Angeles County, California",554301,Bellflower,1400000US06037554301,"(33.8831365, -118.146945)",Drinking_Water_Contaminants_2017_1400000US06037554301,2017-01-01T00:00:00.000,746.8402436
1801,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5543.02, Los Angeles County, California",554302,Bellflower,1400000US06037554302,"(33.872983, -118.1469185)",Drinking_Water_Contaminants_2017_1400000US06037554302,2017-01-01T00:00:00.000,227.0155823
1802,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5544.03, Los Angeles County, California",554403,Bellflower,1400000US06037554403,"(33.873679, -118.1382425)",Drinking_Water_Contaminants_2017_1400000US06037554403,2017-01-01T00:00:00.000,300.0133981
1803,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5544.04, Los Angeles County, California",554404,Bellflower,1400000US06037554404,"(33.8736955, -118.1295155)",Drinking_Water_Contaminants_2017_1400000US06037554404,2017-01-01T00:00:00.000,299.5024025
1804,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5544.05, Los Angeles County, California",554405,Bellflower,1400000US06037554405,"(33.8737165, -118.121205)",Drinking_Water_Contaminants_2017_1400000US06037554405,2017-01-01T00:00:00.000,298.9031086
1805,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5544.06, Los Angeles County, California",554406,Bellflower,1400000US06037554406,"(33.8730215, -118.1121225)",Drinking_Water_Contaminants_2017_1400000US06037554406,2017-01-01T00:00:00.000,743.8112738999999
1806,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5545.11, Los Angeles County, California",554511,Cerritos,1400000US06037554511,"(33.8805125, -118.0376605)",Drinking_Water_Contaminants_2017_1400000US06037554511,2017-01-01T00:00:00.000,255.8645191
1807,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5545.12, Los Angeles County, California",554512,Cerritos,1400000US06037554512,"(33.8767845, -118.055207)",Drinking_Water_Contaminants_2017_1400000US06037554512,2017-01-01T00:00:00.000,255.8645191
1808,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5545.13, Los Angeles County, California",554513,Cerritos,1400000US06037554513,"(33.8839755, -118.068399)",Drinking_Water_Contaminants_2017_1400000US06037554513,2017-01-01T00:00:00.000,382.4008379
1809,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5545.14, Los Angeles County, California",554514,Cerritos,1400000US06037554514,"(33.873113, -118.0718865)",Drinking_Water_Contaminants_2017_1400000US06037554514,2017-01-01T00:00:00.000,347.9803278
1810,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5545.15, Los Angeles County, California",554515,Cerritos,1400000US06037554515,"(33.8532505, -118.077109)",Drinking_Water_Contaminants_2017_1400000US06037554515,2017-01-01T00:00:00.000,351.7862309
1811,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5545.16, Los Angeles County, California",554516,Cerritos,1400000US06037554516,"(33.85597, -118.067815)",Drinking_Water_Contaminants_2017_1400000US06037554516,2017-01-01T00:00:00.000,348.1626112
1812,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5545.17, Los Angeles County, California",554517,Cerritos,1400000US06037554517,"(33.8625445, -118.054959)",Drinking_Water_Contaminants_2017_1400000US06037554517,2017-01-01T00:00:00.000,255.8645191
1813,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5545.18, Los Angeles County, California",554518,Cerritos,1400000US06037554518,"(33.8660225, -118.037583)",Drinking_Water_Contaminants_2017_1400000US06037554518,2017-01-01T00:00:00.000,255.8645191
1814,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5545.19, Los Angeles County, California",554519,Cerritos,1400000US06037554519,"(33.8524445, -118.0548455)",Drinking_Water_Contaminants_2017_1400000US06037554519,2017-01-01T00:00:00.000,287.3939272
1815,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5545.21, Los Angeles County, California",554521,Cerritos,1400000US06037554521,"(33.872872, -118.0975195)",Drinking_Water_Contaminants_2017_1400000US06037554521,2017-01-01T00:00:00.000,350.9698137
1816,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5545.22, Los Angeles County, California",554522,Cerritos,1400000US06037554522,"(33.8521495, -118.092538)",Drinking_Water_Contaminants_2017_1400000US06037554522,2017-01-01T00:00:00.000,348.6857619
1817,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5546, Los Angeles County, California",554600,Norwalk,1400000US06037554600,"(33.8830775, -118.0889585)",Drinking_Water_Contaminants_2017_1400000US06037554600,2017-01-01T00:00:00.000,400.8018452
1818,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5547, Los Angeles County, California",554700,Norwalk,1400000US06037554700,"(33.884038, -118.075438)",Drinking_Water_Contaminants_2017_1400000US06037554700,2017-01-01T00:00:00.000,416.8177105
1819,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5548.01, Los Angeles County, California",554801,Artesia,1400000US06037554801,"(33.876682, -118.0829655)",Drinking_Water_Contaminants_2017_1400000US06037554801,2017-01-01T00:00:00.000,474.6434466
1820,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5548.02, Los Angeles County, California",554802,Artesia,1400000US06037554802,"(33.8693975, -118.080643)",Drinking_Water_Contaminants_2017_1400000US06037554802,2017-01-01T00:00:00.000,364.8060687
1821,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5549, Los Angeles County, California",554900,Artesia,1400000US06037554900,"(33.8596135, -118.079953)",Drinking_Water_Contaminants_2017_1400000US06037554900,2017-01-01T00:00:00.000,372.5996012
1822,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5550.01, Los Angeles County, California",555001,Lakewood,1400000US06037555001,"(33.8439845, -118.09042)",Drinking_Water_Contaminants_2017_1400000US06037555001,2017-01-01T00:00:00.000,367.0623277
1823,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5550.02, Los Angeles County, California",555002,Lakewood,1400000US06037555002,"(33.834986, -118.088393)",Drinking_Water_Contaminants_2017_1400000US06037555002,2017-01-01T00:00:00.000,371.8571732
1824,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5551.02, Los Angeles County, California",555102,Lakewood,1400000US06037555102,"(33.838749, -118.0769775)",Drinking_Water_Contaminants_2017_1400000US06037555102,2017-01-01T00:00:00.000,330.0671484
1825,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5551.03, Los Angeles County, California",555103,Lakewood,1400000US06037555103,"(33.842454, -118.0655045)",Drinking_Water_Contaminants_2017_1400000US06037555103,2017-01-01T00:00:00.000,365.1068184
1826,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5551.04, Los Angeles County, California",555104,Lakewood,1400000US06037555104,"(33.835133, -118.0655175)",Drinking_Water_Contaminants_2017_1400000US06037555104,2017-01-01T00:00:00.000,335.5448876
1827,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5552.02, Los Angeles County, California",555202,Long Beach,1400000US06037555202,"(33.8213105, -118.0725155)",Drinking_Water_Contaminants_2017_1400000US06037555202,2017-01-01T00:00:00.000,387.9780205
1828,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5552.11, Los Angeles County, California",555211,Hawaiian Gardens,1400000US06037555211,"(33.8272315, -118.077266)",Drinking_Water_Contaminants_2017_1400000US06037555211,2017-01-01T00:00:00.000,366.4911769
1829,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5552.12, Los Angeles County, California",555212,Hawaiian Gardens,1400000US06037555212,"(33.8268485, -118.067621)",Drinking_Water_Contaminants_2017_1400000US06037555212,2017-01-01T00:00:00.000,332.7885475
1830,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5700.01, Los Angeles County, California",570001,Lakewood,1400000US06037570001,"(33.863656, -118.116728)",Drinking_Water_Contaminants_2017_1400000US06037570001,2017-01-01T00:00:00.000,315.9327936
1831,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5700.02, Los Angeles County, California",570002,Lakewood,1400000US06037570002,"(33.8646595, -118.1294745)",Drinking_Water_Contaminants_2017_1400000US06037570002,2017-01-01T00:00:00.000,280.9087366
1832,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5700.03, Los Angeles County, California",570003,Lakewood,1400000US06037570003,"(33.8646165, -118.1402795)",Drinking_Water_Contaminants_2017_1400000US06037570003,2017-01-01T00:00:00.000,280.7715712
1833,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5701, Los Angeles County, California",570100,Long Beach,1400000US06037570100,"(33.864586, -118.153281)",Drinking_Water_Contaminants_2017_1400000US06037570100,2017-01-01T00:00:00.000,283.1921583
1834,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5702.02, Los Angeles County, California",570202,Long Beach,1400000US06037570202,"(33.8798935, -118.1781265)",Drinking_Water_Contaminants_2017_1400000US06037570202,2017-01-01T00:00:00.000,219.1854985
1835,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5702.03, Los Angeles County, California",570203,Long Beach,1400000US06037570203,"(33.878324, -118.159982)",Drinking_Water_Contaminants_2017_1400000US06037570203,2017-01-01T00:00:00.000,251.5260065
1836,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5702.04, Los Angeles County, California",570204,Long Beach,1400000US06037570204,"(33.871521, -118.15561)",Drinking_Water_Contaminants_2017_1400000US06037570204,2017-01-01T00:00:00.000,218.2516364
1837,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5703.01, Los Angeles County, California",570301,Long Beach,1400000US06037570301,"(33.8721785, -118.1905275)",Drinking_Water_Contaminants_2017_1400000US06037570301,2017-01-01T00:00:00.000,220.0066741
1838,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5703.03, Los Angeles County, California",570303,Long Beach,1400000US06037570303,"(33.8606765, -118.191717)",Drinking_Water_Contaminants_2017_1400000US06037570303,2017-01-01T00:00:00.000,220.0066741
1839,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5703.04, Los Angeles County, California",570304,Long Beach,1400000US06037570304,"(33.8571235, -118.1933885)",Drinking_Water_Contaminants_2017_1400000US06037570304,2017-01-01T00:00:00.000,220.0066741
1840,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5704.02, Los Angeles County, California",570402,Long Beach,1400000US06037570402,"(33.8678635, -118.1977305)",Drinking_Water_Contaminants_2017_1400000US06037570402,2017-01-01T00:00:00.000,208.0338033
1841,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5704.03, Los Angeles County, California",570403,Long Beach,1400000US06037570403,"(33.877836, -118.2047045)",Drinking_Water_Contaminants_2017_1400000US06037570403,2017-01-01T00:00:00.000,447.3121614
1842,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5704.04, Los Angeles County, California",570404,Long Beach,1400000US06037570404,"(33.8770965, -118.1969205)",Drinking_Water_Contaminants_2017_1400000US06037570404,2017-01-01T00:00:00.000,250.032768
1843,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5705.01, Los Angeles County, California",570501,Long Beach,1400000US06037570501,"(33.8682535, -118.1795615)",Drinking_Water_Contaminants_2017_1400000US06037570501,2017-01-01T00:00:00.000,220.0066741
1844,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5705.02, Los Angeles County, California",570502,Long Beach,1400000US06037570502,"(33.867406, -118.167641)",Drinking_Water_Contaminants_2017_1400000US06037570502,2017-01-01T00:00:00.000,220.0066741
1845,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5706.01, Los Angeles County, California",570601,Long Beach,1400000US06037570601,"(33.8563635, -118.1810925)",Drinking_Water_Contaminants_2017_1400000US06037570601,2017-01-01T00:00:00.000,220.0066741
1846,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5706.02, Los Angeles County, California",570602,Long Beach,1400000US06037570602,"(33.855556, -118.172465)",Drinking_Water_Contaminants_2017_1400000US06037570602,2017-01-01T00:00:00.000,279.7387378
1847,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5706.03, Los Angeles County, California",570603,Long Beach,1400000US06037570603,"(33.857059, -118.1620535)",Drinking_Water_Contaminants_2017_1400000US06037570603,2017-01-01T00:00:00.000,282.6014579
1848,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5707.01, Los Angeles County, California",570701,Lakewood,1400000US06037570701,"(33.853702, -118.151119)",Drinking_Water_Contaminants_2017_1400000US06037570701,2017-01-01T00:00:00.000,280.6567403
1849,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5707.02, Los Angeles County, California",570702,Lakewood,1400000US06037570702,"(33.850709, -118.1594625)",Drinking_Water_Contaminants_2017_1400000US06037570702,2017-01-01T00:00:00.000,280.6820155
1850,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5708, Los Angeles County, California",570800,Lakewood,1400000US06037570800,"(33.8535065, -118.1337395)",Drinking_Water_Contaminants_2017_1400000US06037570800,2017-01-01T00:00:00.000,280.7699379
1851,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5709.01, Los Angeles County, California",570901,Lakewood,1400000US06037570901,"(33.852278, -118.1081355)",Drinking_Water_Contaminants_2017_1400000US06037570901,2017-01-01T00:00:00.000,280.9958896
1852,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5709.02, Los Angeles County, California",570902,Lakewood,1400000US06037570902,"(33.8536735, -118.120748)",Drinking_Water_Contaminants_2017_1400000US06037570902,2017-01-01T00:00:00.000,280.9958896
