X,Y,recordnum,takenby,comments,setdate,setyear,mcd,route,road,cntdir,fromlmt,tolmt,type,latitude,longitude,factor,axle,outdir,indir,aadb,program,bikepedgroup,bikepedfacility,co_name,mun_name,id
-75.1915,39.9960830000001,131507,permanent station,,2015/01/15 00:00:00+00,2015,4210160107,,schuylkill river trail,both,strawberry mansion bridge,strawberry mansion dr,Bicycle 3,39.996083,-75.1915,,1,S,N,362,Permanent,Mixed,Multiuse Trail,Philadelphia,Lower North,98174
-75.2056889999999,40.016696,131576,permanent station,,2015/01/15 00:00:00+00,2015,4210160108,,wissahickon creek trail,both,ridge ave,freeland ave access stairway,Bicycle 3,40.016696,-75.205689,,1,N,S,87,Permanent,Mixed,Multiuse Trail,Philadelphia,Lower Northwest,98175
-75.12671857,39.9516424500001,119337,jh,,2015/04/14 00:00:00+00,2015,3400710000,,delaware ave southbound lanes,south,pearl st,elm st,Bicycle 2,39.95164245,-75.12671857,1.012,1.02,N,S,14,Project,Low Volume,Mixed Traffic,Camden,Camden City,98176
-75.397891,39.9740100000001,112585,jh,Removed from Cyclical Count Program 8/25/2015. Cyclical Count Program  Baseline Year,2015/08/25 00:00:00+00,2015,4204554224,252,newtown st southbound lanes,south,gradyville rd,cornerstone dr,Bicycle 2,39.97401,-75.397891,0.888,1.02,N,S,6,Cyclical,Low Volume,Striped Shoulder,Delaware,Newtown Township,98177
-75.2605619999999,40.0056290000001,112870,jh,Cyclical Count Program  Baseline Year,2015/08/14 00:00:00+00,2015,4209152664,,haverford ave westbound lanes,west,n narberth ave,forrest ave,Bicycle 2,40.005629,-75.260562,0.888,1.02,W,E,62,Cyclical,Mixed,Mixed Traffic,Montgomery,Narberth Borough,98180
-75.454753,40.116928,129546,permanent station,,2015/08/15 00:00:00+00,2015,4209145080,,schuylkill river trail,,pawlings rd overpass,trail spur to trail parking lot,Bicycle 3,40.116928,-75.454753,0.888,1,E,W,698,Permanent,Recreation,Multiuse Trail,Montgomery,Lower Providence Township,98181
-75.223425,40.0214060000001,129589,permanent station,,2015/03/15 00:00:00+00,2015,4209144976,,cynwyd heritage trail,,belmont ave,manayunk railroad bridge,Bicycle 3,40.021406,-75.223425,1.059,1,E,W,18,Permanent,Recreation,Multiuse Trail,Montgomery,Lower Merion Township,98182
-75.776103,39.8248120000001,112646,jh,Removed from Cyclical Count Program 7/8/2015. Cyclical Count Program  Baseline Year,2015/07/08 00:00:00+00,2015,4202903656,,baltimore pk eastbound lanes,east,pa 41 pennsylvania ave,penn green rd,Bicycle 2,39.824812,-75.776103,0.9,1.02,W,E,14,Cyclical,Low Volume,Striped Shoulder,Chester,Avondale Borough,98183
-75.0229399999999,39.8042150000001,126774,video - sb,,2016/03/22 00:00:00+00,2016,3400740440,534,blackwood clementon rd westbound lanes,west,cr 673 laurel ave /college dr,new rd,Bicycle 6,39.804215,-75.02294,,,W,E,,,Low Volume,Striped Shoulder,Camden,Lindenwold Borough,98357
-75.4367369999999,40.0703810000001,112875,jh,Cyclical Count Program  Baseline Year,2015/06/24 00:00:00+00,2015,4202977344,,chester valley trail,both,west of valley forge rd,west of valley forge rd,Bicycle 2,40.070381,-75.436737,0.93,1.02,N,S,458,Cyclical,Recreation,Multiuse Trail,Chester,Tredyffrin Township,98411
-75.613073,40.148374,112889,jh,Cyclical Count Program  Baseline Year,2015/06/17 00:00:00+00,2015,4202922000,,pughtown rd eastbound lanes,east,wilson rd,french creek rd,Bicycle 2,40.148374,-75.613073,0.93,1.02,W,E,27,Cyclical,Mixed,Striped Shoulder,Chester,East Vincent Township,98412
-75.8228999999999,39.9832400000001,136965,jh,Cyclical Count Program Year 2,2017/08/23 00:00:00+00,2017,4202914712,30,bus lincoln hwy eastbound lanes,east,pa 82 1st ave n / 1st ave s,n 2nd ave,Bicycle 2,39.98324,-75.8229,,1.02,W,E,41,,Mixed,Bike Lane,Chester,Coatesville City,98443
-75.8228999999999,39.9832400000001,136966,jh,Cyclical Count Program Year 2,2017/08/23 00:00:00+00,2017,4202914712,30,bus lincoln hwy westbound lanes,west,pa 82 1st ave n / 1st ave s,n 2nd ave,Bicycle 2,39.98324,-75.8229,,1.02,E,W,23,,Low Volume,Striped Shoulder,Chester,Coatesville City,98444
-75.746594,39.8379110000001,136967,jh,Cyclical Count Program Year 2,2017/08/18 00:00:00+00,2017,4202953608,,baltimore pk eastbound lanes,east,bancroft rd,chambers rd,Bicycle 2,39.837911,-75.746594,,1.02,W,E,8,Cyclical,Low Volume,Striped Shoulder,Chester,New Garden Township,98445
-75.746636,39.8379550000001,136968,jh,Cyclical Count Program Year 2,2017/08/18 00:00:00+00,2017,4202953608,,baltimore pk westbound lanes,west,bancroft rd,chambers rd,Bicycle 2,39.837955,-75.746636,,1.02,E,W,8,Cyclical,Low Volume,Mixed Traffic,Chester,New Garden Township,98446
-75.5128999999999,40.13433,136969,jh,Cyclical Count Program Year 2,2017/09/13 00:00:00+00,2017,4202960120,,bridge st eastbound lanes,east,church ave,pa 29 starr st,Bicycle 2,40.13433,-75.5129,,1.02,W,E,58,,Mixed,Mixed Traffic,Chester,Phoenixville Borough,98447
-75.5128999999999,40.13433,136970,jh,Cyclical Count Program Year 2,2017/09/13 00:00:00+00,2017,4202960120,,bridge st westbound lanes,west,church ave,pa 29 starr st,Bicycle 2,40.13433,-75.5129,,1.02,E,W,47,,Mixed,Mixed Traffic,Chester,Phoenixville Borough,98448
-75.720676,39.8813510000001,136971,jh,Cyclical Count Program Year 2,2017/09/07 00:00:00+00,2017,4202921480,82,unionville rd northbound lanes,north,pa 926 street rd,manor dr,Bicycle 2,39.881351,-75.720676,,,S,N,4,,Low Volume,Mixed Traffic,Chester,East Marlborough Township,98449
-75.7114999999999,39.8813510000001,136972,jh,Cyclical Count Program Year 2,2017/09/07 00:00:00+00,2017,4202921480,82,unionville rd southbound lanes,south,pa 926 street rd,manor dr,Bicycle 2,39.881351,-75.7115,,1.02,N,S,3,,Low Volume,Mixed Traffic,Chester,East Marlborough Township,98450
-75.5461999999999,40.18228057,136974,jh,Cyclical Count Program Year 2,2017/09/15 00:00:00+00,2017,4202972920,,schuylkill river trail,both,north of bridge st,north of bridge st,Bicycle 2,40.18228057,-75.5462,,1.02,W,E,84,,Mixed,Multiuse Trail,Chester,Spring City Borough,98451
-75.7139,40.04727,136975,jh,Cyclical Count Program Year 2,2017/08/29 00:00:00+00,2017,4202979480,,struble trail,both,east of dorlan mill rd,east of dorlan mill rd,Bicycle 2,40.04727,-75.7139,,1.02,N,S,227,,Mixed,Multiuse Trail,Chester,Uwchlan Township,98452
-75.6818,39.9765200000001,136976,jh,Cyclical Count Program Year 2,2017/08/23 00:00:00+00,2017,4202920824,,e branch brandywine trail,both,south of harmony hill rd,south of harmony hill rd,Bicycle 2,39.97652,-75.6818,,1.02,N,S,119,,Mixed,Multiuse Trail,Chester,East Bradford Township,98453
-75.4363999999999,40.0705600000001,136977,jh,Cyclical Count Program Year 2,2017/08/23 00:00:00+00,2017,4202977344,,chester valley trail,both,west of valley forge rd,west of valley forge rd,Bicycle 2,40.07056,-75.4364,,1.02,N,S,426,,Mixed,Multiuse Trail,Chester,Tredyffrin Township,98454
-75.9778479999999,39.791619,136978,jh,Cyclical Count Program Year 2,2017/09/06 00:00:00+00,2017,4202945040,10,3rd st northbound lanes,north,oxford cemetery drvwy,church rd,Bicycle 2,39.791619,-75.977848,,1.02,S,N,12,Cyclical,Low Volume,Mixed Traffic,Chester,Lower Oxford Township,98455
-75.9779139999999,39.7916240000001,136979,jh,Cyclical Count Program Year 2,2017/09/06 00:00:00+00,2017,4202945040,10,3rd st southbound lanes,south,oxford cemetery drvwy,church rd,Bicycle 2,39.791624,-75.977914,,1.02,N,S,17,Cyclical,Low Volume,Mixed Traffic,Chester,Lower Oxford Township,98456
-75.6464,39.8598000000001,136980,jh,Cyclical Count Program Year 2,2017/08/18 00:00:00+00,2017,4202939344,52,kennett pk northbound lanes,north,hillendale rd,cardinal la,Bicycle 2,39.8598,-75.6464,,1.02,S,N,6,Cyclical,Recreation,Striped Shoulder,Chester,Kennett Township,98457
-75.6464,39.8598000000001,136981,jh,Cyclical Count Program Year 2,2017/08/18 00:00:00+00,2017,4202939344,52,kennett pk southbound lanes,south,hillendale rd,cardinal la,Bicycle 2,39.8598,-75.6464,,1.02,N,S,16,Cyclical,Recreation,Striped Shoulder,Chester,Kennett Township,98458
-75.9150069999999,40.0968590000001,136983,jh,Cyclical Count Program Year 2,2017/08/31 00:00:00+00,2017,4202935528,322,horseshoe pk westbound lanes,west,wawassan dr,pa 10 conestoga ave,Bicycle 2,40.096859,-75.915007,,1.02,E,W,33,Cyclical,Low Volume,Striped Shoulder,Chester,Honey Brook Borough,98459
-75.6038,39.95692,136984,jh,Cyclical Count Program Year 2,2017/09/12 00:00:00+00,2017,4202982704,,s church st southbound lanes,south,w union st,w barnard st,Bicycle 2,39.95692,-75.6038,,1.02,N,S,53,,Recreation,Sharrow,Chester,West Chester Borough,98460
-75.6263,39.94264,136988,jh,Cyclical Count Program Year 2,2017/08/24 00:00:00+00,2017,4202920824,842,w miner st northbound lanes,north,s birmingham rd,sconnelltown rd,Bicycle 2,39.94264,-75.6263,,1.02,S,N,19,Cyclical,Low Volume,Mixed Traffic,Chester,East Bradford Township,98463
-75.4517999999999,40.05094,136990,jh,Cyclical Count Program Year 2,2017/09/01 00:00:00+00,2017,4202977344,,cassatt rd northbound lanes,north,old state rd,wooded way,Bicycle 2,40.05094,-75.4518,,1.02,S,N,9,,Low Volume,Striped Shoulder,Chester,Tredyffrin Township,98464
-75.4517999999999,40.05094,136991,jh,Cyclical Count Program Year 2,2017/09/01 00:00:00+00,2017,4202977344,,cassatt rd southbound lanes,south,old state rd,wooded way,Bicycle 2,40.05094,-75.4518,,1.02,N,S,13,,Low Volume,Striped Shoulder,Chester,Tredyffrin Township,98465
-75.7452,40.0685100000001,136992,jh,Cyclical Count Program Year 2,2017/08/29 00:00:00+00,2017,4202980616,282,creek rd eastbound lanes,east,marshall rd,highspire rd,Bicycle 2,40.06851,-75.7452,,1.02,W,E,11,,Low Volume,Mixed Traffic,Chester,Wallace Township,98466
-75.7452,40.0685100000001,136993,jh,Cyclical Count Program Year 2,2017/08/29 00:00:00+00,2017,4202980616,282,creek rd westbound lanes,west,marshall rd,highspire rd,Bicycle 2,40.06851,-75.7452,,1.02,E,W,9,,Low Volume,Mixed Traffic,Chester,Wallace Township,98467
-75.6126,40.14804,136994,jh,Cyclical Count Program Year 2,2017/09/12 00:00:00+00,2017,4202922000,,pughtown rd eastbound lanes,east,wilson rd,french creek rd,Bicycle 2,40.14804,-75.6126,,1.02,W,E,10,,Low Volume,Mixed Traffic,Chester,East Vincent Township,98468
-75.6126,40.14804,136995,jh,Cyclical Count Program Year 2,2017/09/12 00:00:00+00,2017,4202922000,,pughtown rd westbound lanes,west,wilson rd,french creek rd,Bicycle 2,40.14804,-75.6126,,1.02,E,W,15,,Low Volume,Mixed Traffic,Chester,East Vincent Township,98469
-75.20353482,39.9557923300001,137796,jh,,2017/12/07 00:00:00+00,2017,4210160110,3,chestnut st eastbound lanes,east,41st st,40th st,Bicycle 2,39.95579233,-75.20353482,,1.02,W,E,255,Project,Mixed,Prot. Bike Lane,Philadelphia,University - Southwest,98569
-75.19307048,39.95449911,137798,jh,,2017/12/07 00:00:00+00,2017,4210160110,3,chestnut st eastbound lanes,east,36th st,34th st,Bicycle 2,39.95449911,-75.19307048,,1.02,W,E,423,Project,Mixed,Prot. Bike Lane,Philadelphia,University - Southwest,98571
-75.2123586599999,39.9568915400001,137800,jh,,2018/03/27 00:00:00+00,2018,4210160110,3,chestnut st eastbound lanes,east,46th st,45th st,Bicycle 2,39.95689154,-75.21235866,,1.02,W,E,108,Project,Low Volume,Bike Lane,Philadelphia,University - Southwest,98573
-75.2265639999999,39.982068,137804,jh,,2018/03/28 00:00:00+00,2018,4210160106,,parkside ave eastbound lanes,east,53rd st,lindenwood st,Bicycle 2,39.982068,-75.226564,,1.02,W,E,40,Project,Recreation,Bike Lane,Philadelphia,West Park,98577
-75.2265639999999,39.982068,137805,jh,,2018/03/28 00:00:00+00,2018,4210160106,,parkside ave westbound lanes,west,53rd st,lindenwood st,Bicycle 2,39.982068,-75.226564,,1.02,E,W,26,Project,Recreation,Bike Lane,Philadelphia,West Park,98578
-75.1616759999999,39.9325400000001,137813,jh,,2017/12/02 00:00:00+00,2017,4210160112,,reed st eastbound lanes,east,11th st,passyunk ave,Bicycle 2,39.93254,-75.161676,,1.02,W,E,187,Project,Mixed,Mixed Traffic,Philadelphia,South,98580
-75.1616759999999,39.9325400000001,137814,jh,,2017/12/02 00:00:00+00,2017,4210160112,,reed st westbound lanes,west,11th st,passyunk ave,Bicycle 2,39.93254,-75.161676,,1.02,E,W,253,Project,Mixed,Mixed Traffic,Philadelphia,South,98581
-75.14868717,39.9515554600001,137816,jh,,2017/11/28 00:00:00+00,2017,4210160103,,5th st northbound lanes,north,market st,arch st,Bicycle 2,39.95155546,-75.14868717,,1.02,S,N,235,Project,Mixed,Bike Lane,Philadelphia,Central,98582
-75.14696494,39.95953525,137818,jh,,2017/11/30 00:00:00+00,2017,4210160103,,5th st northbound lanes,north,callowhill st,spring garden st,Bicycle 2,39.95953525,-75.14696494,,1.02,S,N,176,Project,Mixed,Bike Lane,Philadelphia,Central,98583
-75.1481019999999,39.953697,137820,jh,,2017/11/28 00:00:00+00,2017,4210160103,,5th st tunnel northbound lanes,north,arch st,race st,Bicycle 2,39.953697,-75.148102,,1.02,S,N,234,Project,Mixed,Buffered Bike Lane,Philadelphia,Central,98584
-75.14804,39.954841,137822,jh,,2017/11/28 00:00:00+00,2017,4210160103,,5th st ramp northbound lanes,north,race st,I 676 eb ben franklin bridge,Bicycle 2,39.954841,-75.14804,,1.02,S,N,78,Project,Low Volume,Mixed Traffic,Philadelphia,Central,98585
-75.1492089399999,39.9526693400001,137830,jh,,2017/11/29 00:00:00+00,2017,4210160103,,arch st northbound lanes,north,5th st,6th st,Bicycle 2,39.95266934,-75.14920894,,1.02,S,N,135,Project,Mixed,Sharrow,Philadelphia,Central,98589
-75.1488034399999,39.9545056900001,137832,jh,,2017/12/06 00:00:00+00,2017,4210160103,,race st eastbound lanes,east,6th st,5th st,Bicycle 2,39.95450569,-75.14880344,,1.02,W,E,115,Project,Mixed,Mixed Traffic,Philadelphia,Central,98590
-75.14724182,39.95430979,137834,jh,,2017/12/06 00:00:00+00,2017,4210160103,,race st eastbound lanes,east,5th st,4th st,Bicycle 2,39.95430979,-75.14724182,,1.02,W,E,115,Project,Mixed,Mixed Traffic,Philadelphia,Central,98591
-74.813194,40.145724,137057,permanent station,,2016/10/15 00:00:00+00,2016,4201777744,,delaware & lehigh trail,both,us 13 bristol pike,mill creek rd bridge,Bicycle 4,40.145724,-74.813194,,1,S,N,34,Permanent,Low Volume,Multiuse Trail,Bucks,Tullytown Borough,98592
-75.0126279999999,39.684916,134360,permanent station,,2016/03/15 00:00:00+00,2016,3401547250,,monroe twp trail,both,n tuckahoe rd,clayton rd,Bicycle 3,39.684916,-75.012628,,1,W,E,34,Permanent,Recreation,Multiuse Trail,Gloucester,Monroe Township,98593
-75.337554,39.9718070000001,131712,permanent station,Removed from Cyclical Count Program 10/15/17.,2016/07/15 00:00:00+00,2016,4204533144,,darby creek trail,both,raymond dr access,hilltop rd,Bicycle 3,39.971807,-75.337554,0.9,1,N,S,31,Permanent,Low Volume,Multiuse Trail,Delaware,Haverford Township,98594
-75.1484341199999,39.9600109900001,137824,jh,,2017/11/30 00:00:00+00,2017,4210160103,,6th st southbound lanes,south,callowhill st,spring garden st,Bicycle 2,39.96001099,-75.14843412,,1.02,N,S,221,Project,Mixed,Bike Lane,Philadelphia,Central,98688
-75.1492939199999,39.95555854,137826,jh,,2017/12/02 00:00:00+00,2017,4210160103,,6th st southbound lanes,south,race st,vine st,Bicycle 2,39.95555854,-75.14929392,,1.02,N,S,259,Project,Mixed,Bike Lane,Philadelphia,Central,98689
-75.1500943999999,39.9519671100001,137828,jh,,2017/11/29 00:00:00+00,2017,4210160103,,6th st southbound lanes,south,market st,arch st,Bicycle 2,39.95196711,-75.1500944,,1.02,N,S,364,Project,Mixed,Bike Lane,Philadelphia,Central,98690
-75.0811459999999,39.923776,135856,permanent station,,2016/09/15 00:00:00+00,2016,3400714260,,cooper river trail,both,us 30 crescent blvd,cr 612 browning ave,Bicycle 3,39.923776,-75.081146,,1,W,E,113,Permanent,Recreation,Multiuse Trail,Camden,Collingswood Borough,98691
-75.0065157,39.80509497,137886,video - sb,,2016/03/22 00:00:00+00,2016,3400758770,534,blackwood clementon rd westbound lanes,west,wilson rd,cr 687 de cou rd,Bicycle 6,39.80509497,-75.0065157,1.019,0.97,W,E,,,Low Volume,Striped Shoulder,Camden,Pine Hill Borough,98713
-75.224526,39.7359980000001,112623,jh,Removed from Cyclical Count Program 9/30/2014. Cyclical Count Program  Baseline Year -   Seasonal factor are calculated from 2015 permanent station data.,2014/09/30 00:00:00+00,2014,3401530180,45,main st northbound lanes,north,mullica glassboro rd,cr 536 mill rd,Bicycle 2,39.735998,-75.224526,0.968,1.02,S,N,9,Cyclical,Low Volume,Striped Shoulder,Gloucester,Harrison Township,98754
-75.7452749999999,40.068519,112887,jh,Cyclical Count Program  Baseline Year,2015/06/25 00:00:00+00,2015,4202980616,282,creek rd eastbound lanes,east,marshall rd,highspire rd,Bicycle 2,40.068519,-75.745275,0.93,1.02,W,E,17,Cyclical,Recreation,Striped Shoulder,Chester,Wallace Township,98755
-75.129219,40.11879,113184,jh,Cyclical Count Program  Baseline Year,2015/05/20 00:00:00+00,2015,4209100156,,susquehanna rd southbound lanes,south,cumberland rd,arbuta rd,Bicycle 2,40.11879,-75.129219,0.962,1.02,S,N,3,Cyclical,Low Volume,Striped Shoulder,Montgomery,Abington Township,98756
-75.168514,40.2839710000001,136241,permanent station,,2016/08/15 00:00:00+00,2016,4201719792,,202 parkway trail,both,bristol rd,almshouse rd,Bicycle 4,40.283971,-75.168514,0.888,1,N,S,134,,Recreation,Multiuse Trail,Bucks,Doylestown Township,98763
-75.1512244199999,40.0088243800001,137071,jh,,2017/08/10 00:00:00+00,2017,4210160101,611,broad st northbound lanes,north,venango st,erie ave,Bicycle 2,40.00882438,-75.15122442,,1.02,S,N,36,Project,Mixed,Mixed Traffic,Philadelphia,North,98810
-75.15131732,40.0089013800001,137072,jh,,2017/08/10 00:00:00+00,2017,4210160101,611,broad st southbound lanes,south,venango st,erie ave,Bicycle 2,40.00890138,-75.15131732,,1.02,N,S,64,Project,Mixed,Mixed Traffic,Philadelphia,North,98811
-75.151941,40.009308,137073,jh,,2017/08/09 00:00:00+00,2017,4210160101,,erie ave eastbound lanes,east,15th st,pa 611 broad st,Bicycle 2,40.009308,-75.151941,,1.02,W,E,36,Project,Recreation,Bike Lane,Philadelphia,North,98812
-75.151986,40.009352,137074,jh,,2017/08/09 00:00:00+00,2017,4210160101,,erie ave westbound lanes,west,15th st,pa 611 broad st,Bicycle 2,40.009352,-75.151986,,1.02,E,W,65,Project,Recreation,Bike Lane,Philadelphia,North,98813
-75.149912,40.0090490000001,137075,jh,,2017/08/09 00:00:00+00,2017,4210160101,,erie ave eastbound lanes,east,pa 611 broad st,13th st,Bicycle 2,40.009049,-75.149912,,1.02,W,E,55,Project,Recreation,Mixed Traffic,Philadelphia,North,98814
-75.1499049999999,40.009102,137076,jh,,2017/08/09 00:00:00+00,2017,4210160101,,erie ave westbound lanes,west,pa 611 broad st,13th st,Bicycle 2,40.009102,-75.149905,,1.02,E,W,42,Project,Recreation,Mixed Traffic,Philadelphia,North,98815
-75.1500678899999,40.0068128400001,137077,jh,,2017/08/10 00:00:00+00,2017,4210160101,,germantown ave northbound lanes,north,venango st,erie ave,Bicycle 2,40.00681284,-75.15006789,,1.02,S,N,39,Project,Recreation,Mixed Traffic,Philadelphia,North,98816
-75.1500678899999,40.0068128400001,137078,jh,,2017/08/10 00:00:00+00,2017,4210160101,,germantown ave southbound lanes,south,venango st,erie ave,Bicycle 2,40.00681284,-75.15006789,,1.02,N,S,36,Project,Recreation,Mixed Traffic,Philadelphia,North,98817
-74.95181,40.103552,111982,jh,Removed from Cyclical Count Program 7/24/2014.  Baseline Year -   Seasonal factor are calculated from 2015 permanent station data.,2014/07/24 00:00:00+00,2014,4201705616,,knights rd northbound lanes,north,mckinley ave,virginia ave,Bicycle 2,40.103552,-74.95181,0.9,1.02,S,N,14,Cyclical,Low Volume,Striped Shoulder,Bucks,Bensalem Township,98864
-75.454753,40.116928,129533,permanent station,Seasonal factor are calculated from 2015 permanent station data.   ,2014/07/15 00:00:00+00,2014,4209145080,,schuylkill river trail,,pawlings rd overpass,trail spur to trail parking lot,Bicycle 3,40.116928,-75.454753,0.9,1,E,W,1018,Permanent,Recreation,Multiuse Trail,Montgomery,Lower Providence Township,98865
-74.9278169999999,40.076417,111985,jh,Cyclical Count Program  Baseline Year -   Seasonal factor are calculated from 2015 permanent station data.,2014/07/24 00:00:00+00,2014,4201705616,,state rd southbound lanes,south,street rd,olney ave,Bicycle 2,40.076417,-74.927817,0.9,1.02,N,S,14,Cyclical,Low Volume,Mixed Traffic,Bucks,Bensalem Township,98866
-75.0709429999999,39.809916,112539,jh,Cyclical Count Program  Baseline Year -   Seasonal factor are calculated from 2015 permanent station data.,2014/09/11 00:00:00+00,2014,3400726760,,blackwood recreational path,both,crestview ave,cr 706 almonesson rd,Bicycle 2,39.809916,-75.070943,0.949,1.02,N,S,111,Cyclical,Recreation,Multiuse Trail,Camden,Gloucester Township,98867
-75.1619709999999,39.9600560000001,71833,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/30 00:00:00+00,2011,4210160103,611,broad st southbound lanes,south,callowhill st,hamilton st,Bicycle 1,39.960056,-75.161971,1.012,1.1797,,,231,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,98902
-75.1636559999999,39.960116,71836,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/25 00:00:00+00,2011,4210160103,,15th st,south,hamilton st,callowhill st,Bicycle 1,39.960116,-75.163656,1.059,1.1797,,,179,Screen Line,Mixed,Striped Shoulder,Philadelphia,Central,98903
-75.1714719999999,39.9613620000001,71851,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/05/04 00:00:00+00,2011,4210160103,,20th st,north,callowhill st,hamilton st,Bicycle 1,39.961362,-75.171472,0.962,1.1797,,,98,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,98904
-75.1732929999999,39.9620770000001,71854,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/01 00:00:00+00,2011,4210160103,,21st st,south,hamilton st,pennsylvania ave,Bicycle 1,39.962077,-75.173293,1.012,1.1797,,,203,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,98905
-75.1764689999999,39.962182,71858,jh,Seasonal factor are calculated from 2015 permanent station data.   Parkway southbound lanes under reconstruction,2011/08/09 00:00:00+00,2011,4210160103,,ben franklin pkwy inner la southbound,south,22nd st,eakins oval,Bicycle 1,39.962182,-75.176469,0.888,1.1797,,,4,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,98906
-75.174921,39.962135,71865,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/07 00:00:00+00,2011,4210160103,,22nd st,north,hamilton st,ben franklin pkwy,Bicycle 1,39.962135,-75.174921,1.012,1.1797,,,133,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,98907
-75.169659,39.9547620000001,73552,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/18 00:00:00+00,2011,4210160103,,18th st,north,john f kennedy blvd,arch st,Bicycle 1,39.954762,-75.169659,1.059,1.1797,,,383,Project,Mixed,Mixed Traffic,Philadelphia,Central,98908
-75.1719869999999,39.9515460000001,73553,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/18 00:00:00+00,2011,4210160103,,19th st,south,chestnut st,sansom st,Bicycle 1,39.951546,-75.171987,1.059,1.1797,,,461,Project,Mixed,Mixed Traffic,Philadelphia,Central,98909
-75.209377,39.9549470000001,73582,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/15 00:00:00+00,2011,4210160110,3,walnut st,west,44th st,43rd st,Bicycle 1,39.954947,-75.209377,1.059,1.1797,,,519,Project,Mixed,Bike Lane,Philadelphia,University - Southwest,98910
-75.2101709999999,39.9544250000001,76304,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/28 00:00:00+00,2011,4210160110,,44th st,south,locust st,pa 3 walnut st,Bicycle 1,39.954425,-75.210171,0.962,1.1797,,,35,Project,Mixed,Bike Lane,Philadelphia,University - Southwest,98911
-75.208862,39.9542930000001,76305,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/28 00:00:00+00,2011,4210160110,,43rd st,north,locust st,pa 3 walnut st,Bicycle 1,39.954293,-75.208862,0.962,1.1797,,,72,Project,Mixed,Bike Lane,Philadelphia,University - Southwest,98913
-75.202982,39.957295,76309,jh,"Seasonal factor are calculated from 2015 permanent station data.   Caution:  Saturday 4/16 Rainfall of 3.11""",2011/04/14 00:00:00+00,2011,4210160110,,market st westbound lanes,west,41st st,40th st,Bicycle 1,39.957295,-75.202982,1.012,1.1797,,,170,Project,Mixed,Bike Lane,Philadelphia,University - Southwest,98914
-75.201094,39.955494,76311,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/20 00:00:00+00,2011,4210160110,3,chestnut st,east,40th st,39th st,Bicycle 1,39.955494,-75.201094,1.012,1.1797,,,131,Project,Mixed,Mixed Traffic,Philadelphia,University - Southwest,98915
-75.192801,39.9560530000001,76313,jh,"Seasonal factor are calculated from 2015 permanent station data.   Caution:  Saturday 4/16 Rainfall of 3.11""",2011/04/15 00:00:00+00,2011,4210160110,3,market st westbound lanes,west,36th st,34th st,Bicycle 1,39.956053,-75.192801,1.012,1.1797,,,178,Project,Mixed,Bike Lane,Philadelphia,University - Southwest,98916
-75.153995,39.9788960000001,76344,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/22 00:00:00+00,2011,4210160107,,12th st,south,cecil b moore ave,montgomery ave,Bicycle 1,39.978896,-75.153995,1.012,1.1797,,,138,Project,Mixed,Mixed Traffic,Philadelphia,Lower North,98917
-75.152643,39.953084,76347,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/05/19 00:00:00+00,2011,4210160103,,arch st,north,7th st,8th st,Bicycle 1,39.953084,-75.152643,0.962,1.1797,,,45,Project,Low Volume,Mixed Traffic,Philadelphia,Central,98918
-75.084938,39.9817820000001,78729,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/06/07 00:00:00+00,2011,4210160109,,delaware ave northbound lane,north,venango st,castor ave,Bicycle 1,39.981782,-75.084938,0.93,1.1797,,,9,Project,Low Volume,Mixed Traffic,Philadelphia,River Wards,98919
-75.208814,39.9760390000001,137325,jh,,2017/10/13 00:00:00+00,2017,4210160106,,parkside ave eastbound lanes,east,42nd st,41st st,Bicycle 2,39.976039,-75.208814,,1.02,W,E,86,Project,Recreation,Bike Lane,Philadelphia,West Park,98923
-75.217839,39.979362,137327,jh,,2017/10/12 00:00:00+00,2017,4210160106,,parkside ave eastbound lanes,east,50th st,49th st,Bicycle 2,39.979362,-75.217839,,1.02,W,E,95,Project,Recreation,Bike Lane,Philadelphia,West Park,98924
-75.217791,39.9794580000001,137328,jh,,2017/10/12 00:00:00+00,2017,4210160106,,parkside ave westbound lanes,west,50th st,49th st,Bicycle 2,39.979458,-75.217791,,1.02,E,W,63,Project,Recreation,Bike Lane,Philadelphia,West Park,98925
